ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,E001  University Visveswariah College of Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122270,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,97523,--,--,101496,--,--,69762,--,--,84310,--,--,69696,--,--,121557,--,--,107454,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126056,--,--,--,--,--,--,--,--
113,,E113  Sambhram Institute of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127132,--,--,--,--,--,--,--,--
CS Computers,59939,--,93936,86371,88597,--,95678,--,--,54207,--,--,68984,--,85162,53071,82566,82873,126211,--,--,85871,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124224,--,--,--,--,--,--,--,--
IE Info.Science,111344,--,--,102009,--,--,127030,--,--,82303,--,--,86833,--,--,78292,89775,93506,126866,--,--,96742,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127133,--,--,--,--,--,--,--,--
114,,E114  G M Institute of Technology  Davanagere,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BT Bio Technology,109980,--,--,69760,--,103181,72227,--,--,64211,--,88980,--,--,--,60990,64970,66750,88648,--,--,--,--,--
CE Civil,34724,--,--,41851,--,--,38243,--,--,40008,65156,--,30672,--,--,30150,--,33597,43840,--,--,--,--,40633
CS Computers,38089,--,--,32690,--,64009,28237,--,--,26945,--,--,25613,--,--,24060,26791,27754,71139,--,73982,--,--,--
EC Electronics,38704,--,44879,34238,--,51708,43437,58058,--,33709,--,--,27981,--,35719,26136,31796,30671,62636,--,63947,45399,--,--
IE Info.Science,45474,--,--,32437,62035,73485,31315,--,--,33470,--,--,30257,--,--,27396,--,36454,116095,--,--,--,--,--
ME Mechanical,46768,--,--,46406,--,47444,39596,--,71923,46271,--,--,45144,--,--,38077,47642,45479,79721,91621,94465,48703,--,--
115,,E115  S J B Institute of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,44356,--,--,45836,61151,64697,38984,--,50981,28227,--,41577,32272,--,--,27957,28599,36875,55441,69152,82808,37182,--,--
CS Computers,20609,--,33959,14496,17813,21518,16132,--,--,11351,--,--,14572,--,21794,9814,15784,18668,55806,75895,81473,26382,--,--
EC Electronics,15732,--,--,14280,--,19898,26885,--,--,11815,--,19103,14611,--,--,11026,15270,18986,60661,--,80613,30238,--,--
EE Electrical,33011,--,--,23639,--,--,26721,--,--,20058,--,--,24065,--,--,18815,30437,23385,77843,--,105099,--,--,125220
IE Info.Science,24326,40322,28972,18099,--,29365,27389,--,--,12049,--,--,15157,--,20479,11929,19503,19922,84156,--,111710,36697,--,--
ME Mechanical,33488,--,--,34408,--,64444,26924,--,48026,23934,--,--,26861,35467,--,21978,28975,38058,67383,--,92446,40263,--,--
116,,,E116  R.L.Jalappa Institute of Technology  Doddaballapura,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,--,--,--,91066,--,,123575123010,--,--,109772,--,--,85847,--,--,72308,73538,111527122295,,--,--,118824,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125723,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124509,--,--,--,--,--,--,--,--
117,,E117  Alpha College Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
117,,E117  Alpha College Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,127532,--,--,--,--,--,--,--,--,125149,--,--,125752,--,--,--,--,--
CS Computers,125812,--,--,112261,--,--,109076,--,--,104897,--,--,121651,--,--,99929,,102270103360,125990,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125095,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121960,--,--,--,--,--,--,--,--
118,,E118  RNS Institute of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,21252,--,--,23674,--,44783,23205,--,--,22123,26020,--,23660,--,--,20961,--,22491,42542,--,50731,--,--,--
CS Computers,6606,--,--,8144,--,13495,7765,20067,--,6204,--,10880,6246,--,--,4256,9652,10575,34790,--,49101,21579,--,--
EC Electronics,10752,22402,47710,12346,--,18064,10788,--,--,7194,--,--,9156,16364,20025,6168,8502,12769,39083,--,56864,17734,--,--
EE Electrical,26764,--,--,13235,--,--,19021,--,--,13783,--,--,17960,--,--,11606,18911,30806,37149,--,--,25483,--,41999
IE Info.Science,12265,--,--,11973,18853,13907,17208,--,42833,8387,--,15376,7936,--,--,6692,11762,13384,45432,85072,85242,29820,--,--
IT Inst.Tech.,34465,--,--,26201,--,78411,32596,--,--,27906,--,--,19189,--,--,16239,29290,53650,118324,--,--,--,--,--
ME Mechanical,18342,--,73859,25660,53171,25960,22059,--,43617,22591,--,--,19164,--,23440,15657,22584,22037,59426,72966,88007,29861,--,--
119,,E119  K C T Engineering College  Gulbarga,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,80805,--,--,74267,--,99507,--,--,--,--,--,--,--,--,--,68058,--,--,91475,--,--,--,--,--
CS Computers,--,--,--,--,--,--,72644,--,--,--,--,--,101691,--,--,69740,88476,99387,107909,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122456,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,95707,--,--,--,--,--,--,--,--,89958,--,--,68223,--,,120444101356,--,--,--,--,--
120,,,,E120  Jnanavikasa Institute of Technology  Banagalore Rural Dist.,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125519,--,--,--,--,--,--,--,--
CS Computers,--,--,--,106087,--,--,123622,--,--,99785,--,--,126796,--,--,97758,--,,125526117585,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126225,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120076,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,121722,--,--,--,--,--,--,--,--
121,,,E121  Vivekananada College of Engineering Technology  Puttur,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,122860,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120015,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127110,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118367,--,--,--,--,--,--,--,--
123,,E123  Canara Engineering College Bantwal  Bantawal,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,64606,--,--,39636,--,56795,63755,--,--,36769,42886,--,27031,--,--,26068,26442,32808,101486,--,--,55865,--,--
EC Electronics,79750,--,--,100144,--,--,--,--,--,64297,--,--,92010,--,--,54172,56178,87002,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,101589,--,--,--,--,--,--,--,--
IE Info.Science,53239,--,--,61691,--,--,76867,--,--,--,--,--,51908,--,--,36763,41565,54409,60627,--,--,111866,--,--
ME Mechanical,99018,--,--,90895,--,,106622118510,--,--,--,--,--,63492,--,--,63193,67867,83494,110307,--,--,--,--,--
124,,,E124  Rajiv Gandhi Institute of Technology  Bangalore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
BM Bio Medical,110136,--,--,62836,--,--,51226,--,--,54914,--,--,55934,--,--,48907,--,57167,113964,--,--,118469,--,--
CE Civil,82562,--,--,101274,--,113304,70240,--,--,76204,--,--,84764,--,--,64940,66247,81149,103982,--,--,--,--,--
CS Computers,67796,--,--,78076,111535,--,66581,--,--,60879,--,--,73841,--,--,59278,85755,,104487125257,--,--,86127,--,--
EC Electronics,--,--,--,100145,--,--,76347,--,--,91569,--,--,--,--,--,75513,81447,82826,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127058,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,112866,--,--,123558,--,--,119206,--,--,,109136115904,--,122197,--,--,--,--,--
126,,,"E126  B M S Institute of Technology and Management  Yalahanka,",,,,,,,,,,,,,,,,,,,,,
Bangalore,,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,23070,70241,--,26211,--,--,--,--,60763,--,--,31193,19130,--,--,18716,25997,22253,42098,--,--,33607,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
126,,,"E126  B M S Institute of Technology and Management  Yalahanka,",,,,,,,,,,,,,,,,,,,,,
Bangalore,,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,7822,--,--,6772,29078,13766,10564,--,--,5839,--,--,6278,--,11271,3949,9449,9602,26952,--,65771,13575,--,--
EC Electronics,11018,--,37824,9696,--,37544,9634,--,--,5381,--,--,4868,16067,--,4743,11031,14597,27803,--,--,13521,--,--
EE Electrical,31150,--,--,24717,65547,--,19855,--,--,13186,--,--,15323,--,--,11908,--,19244,45816,--,--,--,--,34718
IE Info.Science,8770,--,--,10969,--,17108,11108,--,--,7503,--,--,6764,--,--,5985,15329,9960,35580,--,90174,--,--,--
ME Mechanical,--,--,--,17568,--,23224,11767,--,--,14876,--,--,14377,--,--,11518,--,17255,37566,54050,50565,17715,--,--
TC Telecommn.,26103,--,--,25895,--,39887,22742,--,--,15401,--,--,18281,--,--,15202,52845,30095,60218,--,--,--,--,--
127,,E127  M S Engineering College  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123910,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127031,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124507,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,105347,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125581,--,--,--,--,--,--,--,--
128,,,E128  Appa Institute of Engineering and Technology  Gulbarga,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,50130,--,--,43226,--,--,42710,--,--,--,--,53939,43242,--,--,36034,38889,39772,48216,--,--,--,--,--
CS Computers,--,--,--,41966,--,53783,--,--,--,43667,--,--,--,--,--,32823,--,43202,59533,--,68159,61562,--,--
EC Electronics,--,--,--,40778,--,--,38791,--,--,43278,--,--,--,--,--,27402,--,33552,55029,--,--,--,86951,106929
ME Mechanical,52055,--,--,50478,--,52853,--,--,--,--,--,--,43451,--,--,42959,43486,51400,69531,--,--,81513,--,--
129,,E129  St. Joseph Engineering College  Mangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,84964,--,--,47866,--,106397,95477,--,--,96856,--,--,47469,--,--,34415,--,39545,56937,--,78471,--,--,--
CS Computers,48213,--,--,20940,--,21566,11117,40299,--,13113,--,23880,10449,--,--,8857,9654,15117,89677,--,--,90200,--,--
EC Electronics,19187,--,22181,21591,60574,21604,17760,--,--,21122,--,--,20396,--,21996,17493,18414,18748,95785,--,--,57900,--,--
EE Electrical,118473,--,--,55411,--,--,30510,--,--,37719,--,--,25979,--,--,25244,28398,29136,61018,--,--,66256,--,--
ME Mechanical,29834,--,--,54858,--,107203,23595,--,38878,57354,--,--,27035,--,--,22230,25553,24450,88857,--,--,64457,--,--
131,,E131  Basava Academy of Engineering  Bangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
132,,,E132  Secab Institute of Engineering and Technology  Bijapur,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,126252,--,--,126341,--,--,103663,--,--,127082,--,--,109737,--,,113957102819,,103888105755,115447,--,,121774118966,--,--
CS Computers,107754,--,--,120283,--,--,109263,--,--,--,--,--,111617,--,--,,106339106893,,107232125536,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127163,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,118799,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,127127,--,--,--,--,--,--,--,--
133,,,,E133  G S S S Institute of Engineering and Technology for Women,,,,,,,,,,,,,,,,,,,,
Mysore,,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,33551,--,88155,34208,61354,96282,28498,--,--,19767,--,--,20068,--,36681,19011,31905,21221,82005,--,99019,35612,--,--
EC Electronics,34401,73740,--,34357,--,36732,30355,--,61198,29661,--,--,32005,--,--,29639,33119,33329,62805,--,74623,39560,--,--
EE Electrical,85419,--,--,60680,--,--,47995,--,--,42314,--,56407,41029,62926,--,40796,--,49996,70540,--,--,--,--,--
IE Info.Science,38432,--,--,41427,--,--,35298,--,--,35356,--,--,35822,--,--,30788,46789,45635,86935,--,91352,--,--,--
IT Inst.Tech.,96425,--,--,93402,--,--,61156,--,--,61633,--,--,71944,--,--,61021,--,88357,122781,--,--,--,--,--
TC Telecommn.,105030,--,--,125300,--,--,95261,--,--,89895,--,--,96002,--,--,89107,114730,94661,126568,--,--,106985,--,--
,,,,,,,,,,,,,,,,,,,,,,,,
134,E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,,,,,,,,,,,,,,,,,,,,,,,
"Lakshmeshwara, Gadag Dt.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
134,E134  Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.,,,,,,,,,,,,,,,,,,,,,,,
"Lakshmeshwara, Gadag Dt.",,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,82185,--,--,56574,74740,--,76541,--,79637,73188,--,89896,47829,--,--,45828,48617,55907,57953,--,--,54726,--,--
CS Computers,109361,--,--,69745,--,--,56749,--,--,70463,--,--,59821,--,67563,54059,--,54889,99148,--,--,--,--,--
EC Electronics,40677,--,--,52031,64111,--,--,--,--,40410,--,--,41095,--,--,39605,41728,62290,113191,--,--,67422,--,78933
EE Electrical,--,--,--,122313,--,--,108786,--,--,--,--,--,108932,--,--,,108658114679,121126,--,--,--,--,--,--
IE Info.Science,--,--,--,112124,--,--,99869,--,--,107681,--,--,111821,--,--,97673,--,,104584119100,--,--,--,--,--
ME Mechanical,53735,--,--,51925,--,58493,69461,--,--,72192,--,--,49712,--,--,47596,54855,57465,93324,--,109488,--,--,--
135,,,,E135  K L S Viswanathrao Deshpande Rural Institute of Technology,,,,,,,,,,,,,,,,,,,,
Haliyal,,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,80073,--,--,80957,101113,--,--,--,--,79907,84661,111746,64516,--,--,64147,--,64427,80786,--,--,76512,--,92030
CS Computers,55813,--,--,47020,--,52264,78651,--,--,93258,--,--,37723,--,--,35928,36586,43183,102463,--,--,--,--,--
EC Electronics,117729,--,--,81241,--,94075,83962121063,,--,83720,--,--,77747,--,103764,68071,68398,80439,103880,--,--,74183,--,--
EE Electrical,115071,--,--,,124348125727,--,125493,--,--,--,--,--,106620,--,--,105504,--,,118820120188,--,--,--,--,--
ME Mechanical,75495,--,--,105823,--,--,86428,--,,100537112644,--,--,78268,--,--,70955,75845,89132,,112417117814,,117623120005,--,--
136,,,E136  Moodalakatte Institute of Technology  Kundapura,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126131,--,--,--,--,--,--,--,--
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,124182,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96417,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,120367,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126770,--,--,--,--,--,--,--,--
137,,,,"E137  Nadgir Institute of Engineering and Technology  Jindal Nagar,",,,,,,,,,,,,,,,,,,,,
Bangalore,,,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78283,--,--,--,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
139,,,,E139  Impact College of Engineering and Applied Sciences  Bangalore,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125865,--,--,--,--,--,--,--,--
CS Computers,86987,--,--,124122,--,--,87359,--,--,88103,--,--,88654,--,--,81538,97130,95508,126948,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,117158,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,96336,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,114828,--,--,--,--,--,--,--,--
141,,,E141  PES Institute of Technology (South Campus)  Bangalore,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CS Computers,7703,--,16288,9379,16601,13196,6407,--,25195,5435,--,9546,6303,--,--,3027,7117,7897,38145,49519,46628,17886,--,--
EC Electronics,12059,16458,36643,12332,--,19206,8362,--,--,6907,--,--,7094,--,11250,5488,16376,11105,34088,--,49128,9441,--,--
IE Info.Science,12508,--,--,12655,--,16834,9159,--,33704,6937,--,--,5988,22514,--,5804,13778,11060,43753,--,108402,24909,--,75692
ME Mechanical,16672,--,--,23890,31858,43672,20235,--,--,21786,--,--,17324,--,28265,13183,22708,26568,58743,80637,74360,17842,--,--
142,,,,"E142  B G S Institute of Technology  Nagamangala Taluk,Mandya Dist.",,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,58236,--,--,56360,78088,--,65707,--,--,46821,75222,51498,47438,--,--,44918,--,49108,60406,--,--,--,--,90233
CS Computers,123597,--,--,69289,--,90069,66979,--,--,56528,--,--,64665,--,--,53728,69736,57317,120709,--,--,73559,--,--
EC Electronics,75155,--,--,127107,--,--,69361,--,--,60915,--,--,70806,--,101294,59872,63444,67828,115991,--,--,70808,--,--
IE Info.Science,--,--,--,--,--,--,94332,--,--,91331,--,--,91539,--,--,85982,--,99558,98572,--,--,--,--,--
ME Mechanical,72527,--,--,115385,--,--,98172,--,--,72953,--,--,--,--,--,68051,77500,75995,124285,--,--,75239,--,--
144,,E144  Srinivas Institute of Technology  Mangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AE Aeronaut.Engg,53468,--,--,51263,51987,70152,47984,--,--,45605,--,--,43588,--,--,42405,45299,45793,67417,--,--,--,--,82745
,,,,,,,,,,,,,,,,,,,,,,,,
ENGINEERING CUTOFF RANK OF CET-2016 - R2 Extended ALLOTMENT ( General ) 26-07-2016,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
144,,E144  Srinivas Institute of Technology  Mangalore,,,,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
AU Automobile,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125721,--,--,--,--,--,--,--,--
CS Computers,123791,--,--,118084,--,--,83490,--,--,72864,--,--,80380,--,--,52935,61707,66627,127227,--,--,--,--,--
EC Electronics,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125065,--,--,--,--,--,--,--,--
EE Electrical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123483,--,--,--,--,--,--,--,--
IE Info.Science,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,123514,--,--,--,--,--,--,--,--
ME Mechanical,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,126822,--,--,--,--,--,--,--,--
MR Marine,--,--,--,92026,--,--,107035,--,--,83351,--,--,92707,--,--,70969,--,78999,101597,--,127256,--,--,--
Engineering,,,,,,,,,,,,,,,,,,,,,,,,
NT Nano Technology,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,115704,--,--,--,--,--,--,--,--
145,,,,"E145  Rajarajeswari College of Engineering  Kumbalagodu,Bangalore",,,,,,,,,,,,,,,,,,,,
,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR
CE Civil,72125,--,--,103612,--,,126642113643,--,--,73229,--,80080,75018,--,--,71798,72246,78357,102847,--,107352,82128,--,--
CS Computers,55161,--,121322,44613,79360,96294,48057,--,--,43360,--,--,47037,--,62093,38921,60598,52343,115144,--,121314,54692,--,96450
EC Electronics,64729,--,--,73123,--,--,77594,--,--,57761,--,97009,77360,--,--,57282,62990,96917,121471,--,--,59229,--,--
